step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,customer_id,account_age_days,high_risk_country,billing_country,is_disposable_email,customer_name,billing_city,email,is_new_device,shipping_billing_mismatch,num_failed_payment_attempts,browser,device_os,device_id,ip_billing_distance_km,hour_of_day,day_index,is_night,account_txn_total,account_txn_index,time_since_last_hours,txn_count_last_24h
19,CASH_IN,111168.71,C1807973711,243.0,111411.71,C1979717412,161951.0,0.0,0,0,U158693,955,0,BR,0,Joseph Wilson,Deleonberg,fwhite@hotmail.com,1,0,0,Firefox,iOS,D24723519,128.3,19,0,0,5,0,-1,0
8,PAYMENT,6557.55,C1261710264,8392.0,1834.45,M1648725630,0.0,0.0,0,0,U14246,342,0,DE,0,Andrew Smith,Ronniechester,ncollins@gmail.com,0,0,0,Safari,Linux,D89841078,31.7,8,0,0,4,0,-1,0
307,TRANSFER,710277.17,C1340554106,0.0,0.0,C849152120,1050088.44,1760365.61,0,0,U34141,396,0,DE,0,Joshua Marshall,Comptonmouth,kararamos@yahoo.com,1,0,0,Edge,Linux,D19489566,32.0,19,12,0,10,9,0,1
328,PAYMENT,6676.11,C1243709820,0.0,0.0,M1722020412,0.0,0.0,0,0,U142924,133,0,IN,0,April Perez,Reneeside,justin23@gmail.com,0,0,1,Opera,Android,D26991905,459.8,16,13,0,7,4,2,1
236,CASH_OUT,161017.37,C150993246,3082.0,0.0,C1616793191,982929.08,1143946.45,0,0,U129545,723,0,GB,0,Eric Mcfarland,Kevinberg,johnpadilla@proton.me,1,0,1,Samsung Internet,macOS,D59205605,55.2,20,9,0,6,4,53,0
276,CASH_OUT,160336.96,C64322532,359114.0,198777.04,C1696983907,1576219.75,1736556.72,0,0,U57380,924,0,BR,0,Jamie Valentine,Robertchester,coreygriffin@yahoo.com,0,0,0,Edge,iOS,D19320337,135.3,12,11,0,7,3,73,0
96,TRANSFER,703438.49,C1382959711,0.0,0.0,C900348485,985927.55,1689366.04,0,0,U196800,1599,0,FR,0,Katelyn Rodriguez,Lake Amy,trevorrose@icloud.com,0,0,0,Safari,Android,D38290303,57.3,0,4,1,6,0,-1,0
234,CASH_OUT,147099.66,C1902198438,188111.62,41011.96,C166084301,652402.67,799502.33,0,0,U186364,2825,0,IN,0,Ronald Clark DDS,East Leslieburgh,harrislindsay@hotmail.com,0,0,0,Safari,macOS,D98063096,167.6,18,9,0,6,3,53,0
236,CASH_OUT,85952.52,C1929983622,0.0,0.0,C1494190292,5907451.09,6580044.0,0,0,U36471,207,0,GB,0,John Rice,Phylliston,jasonjensen@icloud.com,0,0,0,Edge,iOS,D48137627,70.5,20,9,0,3,2,107,0
326,CASH_OUT,27953.29,C2048635597,0.0,0.0,C353403238,1006979.74,1034933.03,0,0,U158954,815,0,FR,0,Charles Hess,New Robertport,monroethomas@yahoo.com,0,0,0,Chrome,Windows,D43855216,70.2,14,13,0,7,4,3,2
327,PAYMENT,20021.88,C1049991912,439179.69,419157.8,M2095375941,0.0,0.0,0,0,U68785,1214,0,PH,0,Tracy Reilly,Kingland,ogates@icloud.com,1,0,0,Samsung Internet,Windows,D54017347,26.5,15,13,0,6,5,23,1
16,CASH_IN,125916.95,C1703483196,200261.7,326178.65,C389569048,0.0,0.0,0,0,U38619,335,0,FR,0,John Lewis,New Angelicaport,petergilmore@yahoo.com,0,0,1,Edge,Linux,D15117606,150.9,16,0,0,4,1,1,1
590,CASH_OUT,357186.76,C2073936575,11542.0,0.0,C963641744,2417065.18,2774251.93,0,0,U38600,297,0,PH,0,Carol Johnson,Normantown,jamesyoung@hotmail.com,0,0,0,Safari,Linux,D78280076,43.2,14,24,0,10,9,230,0
345,PAYMENT,5098.26,C841125272,19446.0,14347.74,M493477269,0.0,0.0,0,0,U71579,656,0,GB,0,Joseph Williams,Port Katrina,dsmith@yahoo.com,0,0,0,Edge,iOS,D11125309,175.4,9,14,0,6,2,159,0
374,CASH_IN,248644.78,C1759117940,10843674.85,11092319.62,C1194119526,4022302.94,3773658.17,0,0,U75727,123,0,US,0,Alyssa Brown,Kirbychester,jessicascott@proton.me,0,0,0,Firefox,Linux,D73399527,64.3,14,15,0,4,2,149,0
205,PAYMENT,7525.93,C2022862816,112411.0,104885.07,M1881592695,0.0,0.0,0,0,U62451,308,0,DE,0,Janice Kent,Port Ryanbury,nealmatthew@icloud.com,0,0,0,Samsung Internet,macOS,D59057044,31.5,13,8,0,6,3,71,0
376,TRANSFER,3927337.72,C1947090602,11291.0,0.0,C1460549018,0.0,3927337.72,0,0,U4432,672,0,DE,0,Heather Harrington,Cassandraside,tara25@hotmail.com,0,0,0,Edge,macOS,D92461149,1570.0,16,15,0,6,4,90,0
234,PAYMENT,18700.72,C1379388759,206049.25,187348.53,M140387581,0.0,0.0,0,0,U181515,556,1,CN,0,Lori Barton,Austinstad,williamreyes@hotmail.com,1,1,0,Chrome,macOS,D98069566,360.5,18,9,0,5,1,188,0
298,PAYMENT,1227.85,C1426832152,0.0,0.0,M186880429,0.0,0.0,0,0,U153873,350,0,PH,0,Robin Vazquez,South Hannah,jenniferjoyce@gmail.com,1,0,0,Samsung Internet,Windows,D61047889,576.3,10,12,0,10,6,43,0
381,CASH_IN,104154.2,C1363555394,31521.0,135675.2,C436081818,272695.09,168540.89,0,0,U70854,779,0,IN,0,Lori Yates,Chrisfurt,gharris@outlook.com,0,0,1,Opera,Windows,D72782182,19.9,21,15,0,7,5,49,0
95,PAYMENT,15295.87,C652292534,30913.0,15617.13,M169598341,0.0,0.0,0,0,U165897,3200,1,ID,0,Curtis Garcia,Kingberg,manuelthompson@icloud.com,0,0,0,Safari,Windows,D56017230,22.8,23,3,0,6,2,59,0
160,CASH_OUT,212163.5,C787757215,146709.14,0.0,C530298945,415085.51,563925.02,0,0,U197518,254,0,BR,0,Michelle Garner,Port Gavinport,matthewlee@proton.me,0,0,0,Edge,macOS,D83056786,15.4,16,6,0,8,4,16,1
17,CASH_OUT,302309.76,C1673306039,11232.0,0.0,C1308125128,585268.49,887578.24,0,0,U185832,590,0,US,0,Melissa Newton,East Tiffany,fanderson@yahoo.com,0,0,0,Opera,Windows,D50534087,590.1,17,0,0,5,0,-1,0
305,PAYMENT,8420.47,C102508136,0.0,0.0,M216943600,0.0,0.0,0,0,U190243,977,0,VN,0,Raymond Butler,North Stephaniefort,joshuabrooks@hotmail.com,0,0,1,Samsung Internet,macOS,D41476538,112.0,17,12,0,8,2,271,0
155,CASH_IN,14632.89,C1989588632,36447.0,51079.89,C2080018441,401404.85,386771.97,0,0,U48508,195,0,IN,0,Rachel Glass,North Douglas,johnsondenise@icloud.com,0,0,0,Safari,Windows,D69366197,273.6,11,6,0,7,2,114,0
130,PAYMENT,5268.03,C333904374,0.0,0.0,M1036542466,0.0,0.0,0,0,U56236,191,0,PH,0,Joshua Franklin,Richardmouth,lisapadilla@hotmail.com,0,0,0,Firefox,iOS,D58876568,43.7,10,5,0,5,1,91,0
131,CASH_OUT,355399.3,C988027699,42458.0,0.0,C1782230163,979464.67,2566193.68,0,0,U123429,1285,0,GB,0,Chad Lawrence,Albertside,ypotter@icloud.com,0,0,0,Firefox,Linux,D67365983,289.0,11,5,0,10,1,117,0
214,PAYMENT,19693.5,C1864470993,10439.0,0.0,M1757293862,0.0,0.0,0,0,U128113,673,0,IN,0,Cheryl Price,Melissaside,whiteariel@yahoo.com,1,0,0,Opera,iOS,D49638053,51.2,22,8,0,6,2,4,1
204,CASH_OUT,462121.72,C798810234,0.0,0.0,C1353993052,2225799.89,2687921.61,0,0,U18949,2611,0,IN,0,Laura Mendez,Christopherfort,millerapril@proton.me,1,0,1,Opera,iOS,D62371439,103.5,12,8,0,8,2,62,0
37,CASH_OUT,93822.17,C1904566008,60563.0,0.0,C1689064544,315543.46,409365.63,0,0,U133564,1336,0,BR,0,Vicki Mejia,West Roger,lopezpaige@hotmail.com,0,0,0,Edge,Windows,D23927859,67.1,13,1,0,8,1,1,1
396,CASH_OUT,558423.53,C1017598831,0.0,0.0,C1852990130,2037490.44,2595913.97,0,0,U101793,208,0,IN,0,Carlos Butler,Jenniferview,edwardbaker@gmail.com,0,0,1,Opera,Linux,D33014464,39.3,12,16,0,7,6,163,0
225,CASH_IN,436686.93,C666194932,1864324.57,2301011.5,C992677138,913330.11,476643.18,0,0,U59207,214,0,IN,0,Sarah Kaufman,East Kenneth,bairderic@icloud.com,0,0,0,Safari,iOS,D64400555,55.4,9,9,0,2,0,-1,0
347,PAYMENT,34018.25,C1275699067,11789.0,0.0,M1558912868,0.0,0.0,0,0,U194130,411,0,US,0,George Whitaker,Kristatown,tricia45@hotmail.com,1,0,0,Chrome,Linux,D45573756,72.2,11,14,0,5,4,64,0
347,CASH_OUT,210779.82,C31522740,151170.46,0.0,C992209602,3075615.25,3286395.08,0,0,U22394,442,1,NG,0,Lydia Bowers,Lake Johnview,charleshughes@yahoo.com,0,0,0,Safari,Windows,D64066604,22.9,11,14,0,5,4,117,0
299,CASH_IN,37015.9,C1737269261,3596773.35,3633789.25,C556716851,39412.18,2396.28,0,0,U143120,613,0,VN,1,Deborah Berry,North Amberland,vhorton@10minutemail.com,0,0,0,Edge,Android,D42601625,121.8,11,12,0,5,4,11,1
331,TRANSFER,321290.67,C1104221737,45940.12,0.0,C943459907,7809167.65,8130458.33,0,0,U118695,1089,0,FR,0,Kevin Thomas,Andrehaven,rachel15@icloud.com,0,0,0,Samsung Internet,Linux,D52305432,53.1,19,13,0,12,9,21,1
253,PAYMENT,6337.65,C892136115,0.0,0.0,M1114660860,0.0,0.0,0,0,U117526,1228,0,FR,0,James Aguilar,North Rachel,richardsonaaron@proton.me,0,0,1,Samsung Internet,Android,D76387529,519.8,13,10,0,8,3,25,0
139,CASH_OUT,25369.46,C1249450875,346.0,0.0,C1802578303,4172957.99,4198327.46,0,0,U134210,126,1,RU,0,Matthew Bates,Williamberg,peterandrews@icloud.com,0,0,0,Opera,Android,D17996425,171.5,19,5,0,10,3,6,1
656,CASH_IN,325160.32,C42561577,1841.0,327001.32,C107891401,0.0,0.0,0,0,U127194,200,0,GB,0,Michael Mack,Andrewborough,thoffman@hotmail.com,1,0,0,Edge,Android,D78264681,78.1,8,27,0,2,1,453,0
179,CASH_OUT,286149.98,C2061411554,115.0,0.0,C1988892652,808422.26,1094572.24,0,0,U172793,301,0,IN,0,Bruce Parker,North Tony,joelnguyen@proton.me,0,0,1,Chrome,iOS,D60012203,738.0,11,7,0,9,0,-1,0
332,CASH_OUT,24817.35,C1874415819,0.0,0.0,C285766868,1089102.12,1113919.47,0,0,U143353,85,0,PH,0,Robert Rodriguez,North David,joshuawhite@icloud.com,0,0,0,Chrome,iOS,D94391735,58.4,20,13,0,6,4,80,0
15,CASH_OUT,274224.38,C1254959080,92370.0,0.0,C2082272015,854277.9,1128502.28,0,0,U108653,1186,0,PH,0,Audrey Evans,Lake Allison,marshtimothy@gmail.com,0,0,0,Chrome,Linux,D50621982,197.8,15,0,0,6,0,-1,0
403,DEBIT,1048.57,C670118192,0.0,0.0,C1049116443,87059.63,88108.2,0,0,U132901,1335,0,IN,0,Lisa Montgomery,Andersonhaven,paulaholmes@yahoo.com,0,0,1,Chrome,Android,D76007521,26.9,19,16,0,2,1,97,0
157,PAYMENT,25207.22,C1602828530,0.0,0.0,M1173824539,0.0,0.0,0,0,U148244,1233,0,BR,0,Heidi Bell,North Michael,aarongarcia@proton.me,0,0,0,Samsung Internet,Android,D94895853,44.4,13,6,0,9,2,114,0
33,PAYMENT,1935.76,C276931907,79334.0,77398.24,M1179090375,0.0,0.0,0,0,U149055,728,0,BR,0,Jessica Joseph,Lake Jose,albert79@gmail.com,0,0,0,Chrome,iOS,D99008240,54.1,9,1,0,6,0,-1,0
204,PAYMENT,11048.87,C660901648,20010.0,8961.13,M972334675,0.0,0.0,0,0,U103435,197,0,FR,0,Evan Arnold,Beardberg,watersjasmine@icloud.com,0,0,0,Opera,Linux,D93050925,343.8,12,8,0,7,2,71,0
141,TRANSFER,197144.29,C2051272462,1083.0,0.0,C702627850,0.0,197144.29,0,0,U99801,70,0,VN,0,Robert Cochran,Wilsonport,mariaevans@icloud.com,0,0,2,Safari,Windows,D40878498,36.3,21,5,0,4,0,-1,0
644,PAYMENT,5249.18,C256500155,68647.0,63397.82,M1100086845,0.0,0.0,0,0,U22529,743,0,GB,0,Heather Baker,Lake James,dhoward@gmail.com,0,0,1,Edge,Android,D13703218,218.9,20,26,0,5,4,218,0
154,CASH_OUT,38253.11,C770055902,0.0,0.0,C33318312,298538.05,336791.15,0,0,U16177,316,0,FR,1,Christina Turner,Ericview,andrea11@mailinator.com,1,0,1,Safari,Android,D72633556,291.8,10,6,0,4,0,-1,0
396,CASH_OUT,180766.32,C1618066120,271241.0,90474.68,C315598647,561114.0,741880.32,0,0,U104071,426,0,FR,0,Glen Smith,Paulshire,brandonmiller@gmail.com,0,0,0,Firefox,Linux,D72213996,166.1,12,16,0,5,3,118,0
179,TRANSFER,1691590.79,C970042214,41.0,0.0,C1796408209,0.0,1691590.79,0,0,U137880,254,0,BR,0,Kimberly Reid,East Brandy,erichards@proton.me,0,0,1,Firefox,Linux,D83734543,761.1,11,7,0,6,0,-1,0
303,CASH_IN,98820.72,C349590100,614666.18,713486.9,C1421419920,200491.5,101670.78,0,0,U112281,3650,0,PH,0,Adrian Morris,Jennaborough,johnmurillo@outlook.com,0,0,1,Safari,Windows,D71443685,96.0,15,12,0,2,1,24,1
154,CASH_OUT,141759.15,C2091832173,0.0,0.0,C388193283,862427.9,1004187.05,0,0,U181755,144,0,VN,0,Elizabeth Perez,Saramouth,jeremy96@icloud.com,0,0,0,Firefox,Windows,D65143436,104.4,10,6,0,4,0,-1,0
22,PAYMENT,13838.81,C406143537,0.0,0.0,M1104639814,0.0,0.0,0,0,U31626,126,0,US,0,Courtney Cox MD,Lisaville,kaylalester@gmail.com,0,0,0,Safari,Android,D95351065,11.1,22,0,0,5,0,-1,0
154,CASH_OUT,54349.09,C854620114,0.0,0.0,C950698514,1062359.04,1116708.13,0,0,U133509,666,0,BR,0,Lori Perez,Lake Audrey,msmith@proton.me,0,0,0,Firefox,macOS,D10713027,63.6,10,6,0,2,0,-1,0
352,TRANSFER,1670817.83,C2060580673,139.0,0.0,C1717788445,0.0,1670817.83,0,0,U119734,100,0,BR,0,Lisa Aguirre,Shieldsburgh,johall@proton.me,0,0,0,Safari,Android,D68174259,153.4,16,14,0,4,2,117,0
705,PAYMENT,15216.02,C673045465,20492.0,5275.98,M1629141000,0.0,0.0,0,0,U73450,142,0,PH,0,Cole Garcia,Lake Michelleland,alexander85@yahoo.com,1,0,0,Opera,iOS,D86893765,30.5,9,29,0,6,5,329,0
188,TRANSFER,325221.16,C991754998,410286.0,85064.84,C441959108,0.0,325221.16,0,0,U88443,853,0,IN,0,John Mccormick,Adamsville,scott55@yahoo.com,0,0,0,Firefox,macOS,D63993075,386.0,20,7,0,7,0,-1,0
403,CASH_IN,87489.42,C1519079454,3974425.19,4061914.61,C448435929,209033.89,121544.47,0,0,U159314,97,0,IN,0,Melissa Wood,Martinezton,jonesruben@proton.me,0,0,0,Safari,iOS,D45964099,34.6,19,16,0,6,5,51,0
590,PAYMENT,7308.38,C642197094,20137.0,12828.62,M1634772567,0.0,0.0,0,0,U196701,895,0,US,0,Alexis Rodriguez,East Jeromehaven,usweeney@icloud.com,0,0,1,Opera,iOS,D51734253,33.2,14,24,0,7,6,241,0
350,CASH_OUT,132133.66,C738979074,0.0,0.0,C1707550834,171368.12,303501.78,0,0,U151814,204,0,DE,0,Pamela Knapp,Johnside,rpatterson@proton.me,1,0,1,Safari,iOS,D20493021,13.0,14,14,0,5,3,2,1
15,CASH_OUT,95006.77,C1690092072,0.0,0.0,C363516108,2383331.81,2478338.58,0,0,U54654,184,0,GB,0,Kevin Walls,Port Stephanie,colemanmichael@yahoo.com,0,0,0,Opera,iOS,D63873398,45.8,15,0,0,6,0,-1,0
121,DEBIT,6216.52,C133997394,30526.0,24309.48,C1153336807,945102.16,951318.68,0,0,U128359,193,0,VN,0,James Medina,North Seanville,mary52@outlook.com,1,0,0,Opera,iOS,D61137279,14.5,1,5,1,7,2,68,0
179,CASH_OUT,7757.79,C354195096,107626.0,99868.21,C311147552,3030953.74,3038711.53,0,0,U24902,200,0,DE,0,Audrey Valencia,Wallaceland,nataliewright@proton.me,0,0,1,Edge,Linux,D73773827,113.7,11,7,0,9,1,17,1
46,CASH_IN,41424.7,C1715608857,10054798.0,10096222.7,C655139368,172894.89,131470.19,0,0,U152608,2853,1,ID,0,Michael Morrison,North Marioberg,joseph72@hotmail.com,0,0,0,Samsung Internet,Linux,D45535620,41.1,22,1,0,6,1,8,1
400,CASH_OUT,241199.67,C409204612,0.0,0.0,C266018888,16827680.98,17068880.66,0,0,U163052,1605,0,GB,0,Frederick Taylor,Jennifershire,johnlane@hotmail.com,0,0,2,Opera,Linux,D77809389,132.6,16,16,0,7,5,1,2
419,CASH_IN,251221.95,C712054078,2423389.25,2674611.2,C473831861,3196200.29,2944978.34,0,0,U52058,201,0,PH,0,Kristine Hurst,Marshallmouth,ana98@icloud.com,1,0,0,Edge,iOS,D39618900,187.1,11,17,0,9,8,65,0
203,CASH_IN,115118.18,C1169646516,155.0,115273.18,C1820724856,1579921.95,1464803.77,0,0,U19773,118,0,US,0,Karen Lyons,South Jamesport,murphyjacob@icloud.com,0,1,1,Opera,iOS,D28100384,30.7,11,8,0,4,1,14,1
370,PAYMENT,9401.49,C158991332,0.0,0.0,M1755546424,0.0,0.0,0,0,U119841,171,0,US,0,Brittany Cole,Lake Tonya,qdominguez@gmail.com,0,0,0,Samsung Internet,Linux,D27376809,190.9,10,15,0,7,4,94,0
351,PAYMENT,24592.45,C1670567784,0.0,0.0,M1284375589,0.0,0.0,0,0,U82330,1542,0,US,0,Rebecca Christensen,New Melissachester,anthony62@hotmail.com,0,1,0,Chrome,Android,D16468603,229.4,15,14,0,4,0,-1,0
275,PAYMENT,13642.38,C1069543317,0.0,0.0,M1568233675,0.0,0.0,0,0,U1160,111,0,GB,0,Phillip Anderson,Amandaport,clewis@icloud.com,0,0,0,Safari,Android,D13038560,149.1,11,11,0,11,5,20,1
288,PAYMENT,26401.65,C36225260,0.0,0.0,M1484603610,0.0,0.0,0,0,U178836,1293,0,US,1,John Brooks,Amandafurt,danielwatts@tempmail.com,0,0,0,Samsung Internet,macOS,D54997905,5.6,0,12,1,3,1,102,0
309,PAYMENT,50534.43,C855151199,52545.0,2010.57,M286024183,0.0,0.0,0,0,U148719,114,0,FR,0,Pamela Bowers,Reevesville,tcampbell@proton.me,1,0,0,Safari,macOS,D66759794,51.4,21,12,0,6,4,3,1
379,CASH_OUT,171616.4,C741855336,0.0,0.0,C820237813,831124.38,1002740.78,0,0,U65236,974,0,GB,0,Hannah Simmons,West Christina,stephen55@icloud.com,0,0,1,Opera,Windows,D65212161,61.8,19,15,0,6,5,71,0
324,CASH_OUT,260298.73,C561152596,5770.0,0.0,C227649156,0.0,260298.73,0,0,U48565,386,0,US,0,Brian Moyer,Josephhaven,rbailey@yahoo.com,0,0,0,Safari,Windows,D13612964,93.7,12,13,0,6,3,3,1
300,DEBIT,7715.36,C1370772813,0.0,0.0,C1284138983,266932.16,274647.52,0,0,U49283,72,0,US,0,Jasmine Watts,West Michaelland,monicabradley@hotmail.com,0,1,0,Edge,Windows,D48932424,132.9,12,12,0,6,2,69,0
374,CASH_IN,162154.35,C1114295346,5523628.59,5685782.94,C460702699,633763.41,471609.06,0,0,U197198,433,0,VN,0,Stacy Kim,Lake Victor,sarah61@icloud.com,1,0,0,Samsung Internet,Linux,D78138569,505.4,14,15,0,5,3,16,2
550,CASH_OUT,102686.19,C1022386743,20308.0,0.0,C489813912,80810.9,183497.09,0,0,U66663,701,0,BR,0,Rachel Conley,South Bethany,gregoryhanson@proton.me,0,0,0,Opera,Linux,D62271556,365.8,22,22,0,5,4,179,0
448,PAYMENT,10128.73,C2099900407,115517.5,105388.78,M339707251,0.0,0.0,0,0,U154371,687,0,VN,0,Amber Davis,Lake Jason,crystalharmon@proton.me,0,0,0,Samsung Internet,iOS,D53025589,177.1,16,18,0,7,6,126,0
255,CASH_IN,112423.34,C1174733994,20022.0,132445.34,C2037450945,228031.39,115608.05,0,0,U27536,844,0,PH,0,Patricia Montgomery,Thorntonport,matthewwalker@hotmail.com,0,0,0,Chrome,Windows,D63916477,155.5,15,10,0,10,7,27,0
396,CASH_OUT,299016.5,C2127990662,0.0,0.0,C781824575,3436231.93,3735248.43,0,0,U164188,790,0,DE,0,Andrew Marsh,Cassiestad,tinarhodes@gmail.com,1,0,0,Opera,Android,D19288458,47.3,12,16,0,7,5,187,0
191,PAYMENT,1114.08,C1894691171,72667.0,71552.92,M713327309,0.0,0.0,0,0,U79112,433,0,IN,0,Mr. Brendan Smith,Floreshaven,bullocklarry@yahoo.com,0,0,1,Opera,macOS,D36677608,81.3,23,7,0,7,2,36,0
157,PAYMENT,4133.29,C1388857362,254682.0,250548.71,M649026088,0.0,0.0,0,0,U68850,148,1,RU,0,Karen Stevenson,Thomasport,vnichols@proton.me,1,0,0,Safari,Android,D42623912,698.6,13,6,0,1,0,-1,0
9,CASH_IN,23791.21,C1592957229,1156276.17,1180067.38,C976144053,798003.9,1112835.3,0,0,U53488,356,0,FR,0,Sara Castro,North Joseph,cory80@hotmail.com,0,1,0,Chrome,Windows,D69398103,64.3,9,0,0,3,0,-1,0
357,TRANSFER,163651.58,C2019281664,0.0,0.0,C1250532512,706119.41,869770.98,0,0,U35855,663,0,US,0,Anthony Love Jr.,Bryanmouth,saunderslisa@proton.me,0,0,0,Safari,Android,D31851978,120.5,21,14,0,6,4,52,0
165,CASH_OUT,67791.03,C843387417,7282.0,0.0,C439747507,217129.68,284920.71,0,0,U182695,506,0,VN,0,Gregory Nelson MD,Melissafurt,stevenfitzgerald@yahoo.com,1,0,0,Opera,Windows,D35309362,88.1,21,6,0,5,1,125,0
19,PAYMENT,8805.55,C1592893164,194010.38,185204.82,M140316770,0.0,0.0,0,0,U28582,229,0,DE,0,Jonathan Wright,Hernandezshire,smithnicole@gmail.com,0,0,1,Safari,Windows,D27308671,248.4,19,0,0,3,0,-1,0
303,CASH_OUT,18854.04,C318120332,49507.0,30652.96,C238155358,122766.99,141621.03,0,0,U171587,591,1,RU,1,Bethany Beck,Lake Jamesland,xdelacruz@mailinator.com,0,0,1,Opera,macOS,D30123560,600.8,15,12,0,8,5,22,1
249,CASH_OUT,17493.37,C1557874759,5100.34,0.0,C1082842431,38852.3,56345.68,0,0,U45393,295,0,DE,0,John Martinez,New Nathanstad,anthony53@outlook.com,0,0,0,Edge,iOS,D38466930,41.2,9,10,0,6,2,109,0
527,PAYMENT,3005.69,C1643878507,43812.13,40806.45,M1772634439,0.0,0.0,0,0,U183266,878,0,IN,0,Casey Pena,Jenniferfurt,bgraham@proton.me,0,0,0,Chrome,iOS,D29974047,45.3,23,21,0,6,5,147,0
492,CASH_OUT,159237.58,C516182233,8667.0,0.0,C582233555,1367500.85,1526738.43,0,0,U175759,179,0,BR,0,Dustin Ortiz,Harringtontown,mzimmerman@outlook.com,1,0,0,Firefox,Windows,D25610765,159.8,12,20,0,9,6,187,0
142,PAYMENT,5277.34,C690942946,123.0,0.0,M1268237236,0.0,0.0,0,0,U68933,231,0,US,0,Daniel Nicholson,Lake Brittanyton,davidscott@proton.me,0,0,1,Safari,Windows,D43198974,62.7,22,5,0,6,0,-1,0
216,TRANSFER,152511.38,C714064029,0.0,0.0,C675943397,478756.47,631267.85,0,0,U15867,221,0,VN,0,Ann Wood,Henryview,johnnyjohnson@gmail.com,0,0,0,Edge,macOS,D88748919,14.3,0,9,1,3,2,13,1
351,CASH_OUT,76969.27,C1237399705,51438.0,0.0,C1164244158,135632.13,212601.39,0,0,U81164,258,0,BR,0,Elizabeth Jackson,New Adam,masontina@hotmail.com,0,0,0,Chrome,Windows,D94672278,12.6,15,14,0,4,2,209,0
43,CASH_OUT,33051.43,C1537554339,0.0,0.0,C2101345143,197573.98,4280.95,0,0,U142793,594,0,US,0,Sara Rose,South Robert,ogonzalez@icloud.com,1,1,1,Edge,iOS,D92930331,93.8,19,1,0,3,1,32,0
256,TRANSFER,523130.34,C1685010521,52855.0,0.0,C200463893,814716.72,1337847.06,0,0,U123637,216,0,VN,0,Ricky Velasquez,North Jennifer,petersjoseph@icloud.com,0,0,1,Opera,macOS,D44705707,474.2,16,10,0,11,6,45,0
282,CASH_OUT,81222.01,C248260720,0.0,0.0,C832898961,208918.98,290141.0,0,0,U34872,526,0,FR,0,Tim Torres,West Timothytown,david38@hotmail.com,0,0,0,Firefox,Windows,D70245377,167.0,18,11,0,9,5,20,1
397,CASH_IN,98031.37,C414476432,210009.0,308040.37,C598378085,53443.85,0.0,0,0,U134478,439,0,VN,0,Kara Duncan,Jocelynchester,tiffany01@hotmail.com,0,0,0,Opera,macOS,D92214262,64.5,13,16,0,9,7,26,0
134,TRANSFER,184970.99,C1768829779,837.78,0.0,C452385930,1666971.32,1851942.3,0,0,U19173,669,0,GB,0,Angela Francis,East Emily,qproctor@gmail.com,0,0,0,Safari,iOS,D12495157,231.8,14,5,0,6,2,96,0
203,PAYMENT,15486.58,C197643380,99801.0,84314.42,M2002498434,0.0,0.0,0,0,U150991,292,0,FR,0,Christopher Garcia,Port Joseph,yolandapayne@gmail.com,0,0,1,Firefox,Linux,D73062552,10.4,11,8,0,4,3,18,1
160,PAYMENT,29917.29,C595323569,257685.0,227767.71,M1679278362,0.0,0.0,0,0,U153303,1198,0,FR,0,Amy Smith,South Taylorfort,angela10@yahoo.com,0,0,1,Opera,Linux,D72661248,112.0,16,6,0,5,1,113,0
129,CASH_OUT,243373.39,C1594795131,0.0,0.0,C2068143517,2754113.46,3185913.93,0,0,U94957,1095,1,ID,0,Ricky Watson,Buckleyport,taylorjennifer@proton.me,0,0,2,Opera,iOS,D77931394,484.2,9,5,0,8,3,33,0
346,CASH_OUT,302435.53,C90724654,12154.98,0.0,C1386732390,39239195.71,39541631.23,0,0,U143611,221,0,VN,0,Catherine Pierce,Lake Michael,collinsthomas@hotmail.com,0,1,0,Firefox,Android,D88207845,189.5,10,14,0,4,1,207,0
236,CASH_IN,137012.2,C1406894629,4864511.65,5001523.86,C1842101111,401535.81,264523.61,0,0,U41865,341,0,IN,0,Vanessa Liu,South Alexander,jeanettehale@yahoo.com,0,0,0,Opera,Android,D54700584,33.8,20,9,0,6,4,25,0
137,TRANSFER,420051.39,C1931707614,0.0,0.0,C2001998228,1148247.11,1568298.5,0,0,U197381,645,0,PH,0,Nicole Shepherd,East Christian,kathryn14@gmail.com,0,0,0,Firefox,Linux,D81538482,187.6,17,5,0,5,1,124,0
298,TRANSFER,1455067.65,C181817813,0.0,0.0,C836474031,7768019.29,9223086.94,0,0,U125205,394,0,VN,0,Matthew Novak,Phyllisstad,emilybrandt@outlook.com,0,0,1,Safari,iOS,D71269217,149.6,10,12,0,11,5,90,0
279,CASH_IN,37041.63,C857846230,8779009.33,8816050.96,C600259442,348275.21,311233.59,0,0,U161503,220,0,GB,0,Ryan Sanchez,East Daniel,stevengould@outlook.com,0,0,1,Firefox,macOS,D14091582,42.9,15,11,0,3,1,268,0
157,PAYMENT,6129.05,C1169974403,178.0,0.0,M514370313,0.0,0.0,0,0,U163709,236,0,IN,0,Karen Cole,Wendychester,anthonyflores@gmail.com,0,0,0,Chrome,macOS,D15597139,97.1,13,6,0,3,0,-1,0
